what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1445097826574
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445097827401
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445097828636
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1445097828788
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445097828822
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1445097829812
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097841865
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097845337
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445097850251
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097855517
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097864986
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097875119
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097875543
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097875949
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097876490
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1445097877654
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445097878478
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097879041
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097919863
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1445097928594
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445097930418
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1445097937037
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445097940120
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097941903
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097978546
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097985293
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445097987151
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1445097989319
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445097990134
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1445097990827
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445097991405
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1445098012743
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098015443
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098016385
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098042433
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098083882
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445098087356
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445098092189
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098096936
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098101210
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098104850
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098104855
error,log,,,"Invalid ZIP archive: war/WEB-INF/lib/spring-form.tld [in Springapp]",1445098105249
error,log,,,"Invalid ZIP archive: war/WEB-INF/lib/spring-form.tld [in Springapp]",1445098108012
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098110141
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098117082
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098118397
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098119012
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098120211
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098126975
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1445098128841
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445098130023
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1445098131909
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445098133851
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1445098138061
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445098142331
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098145078
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098146408
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1445098146951
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098148337
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445098150737
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1445098150808
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445098150845
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1445098151438
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445098153166
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098154584
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098161629
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098162077
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098214711
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098215186
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098216194
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098217277
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098227768
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445098231809
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098234870
opened,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445098240749
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445098240803
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098240924
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445098242087
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098242890
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098254547
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098270182
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445098278360
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098279538
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098280898
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098283498
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098287022
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445098287128
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445098287210
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1445098287905
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445098288106
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098288567
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098301904
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098311105
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445098314124
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445098314860
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445098314879
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098318014
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098378561
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445098379343
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445098382436
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445098382511
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445098382538
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445098383816
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445098386631
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098389035
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098398174
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098406602
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098408240
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1445098412772
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445098412799
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445098418905
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098423125
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098425436
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PropertiesFileEditor",1445098426782
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1445098427902
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098430590
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098432833
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1445098437779
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1445098438909
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445098440209
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098440893
error,log,,,"JavaPosition was null!286",1445098441897
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098445588
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445098451628
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1445098465499
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1445098465909
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1445098469214
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1445098470750
