what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946784702
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946786891
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946787806
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946790701
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946791953
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946793896
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946794655
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946797069
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946797936
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946798768
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946799908
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1444946804099
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946809780
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946810723
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946812977
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946813241
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946813345
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946814327
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1444946818814
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946819765
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946823349
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946824628
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946838170
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1444946839648
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1444946846230
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1444946847898
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1444946853791
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1444946867696
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946877160
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946886276
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946887666
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946888429
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946893250
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1444946894378
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946894412
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946905271
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946907064
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1444946910519
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946920595
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946931261
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1444946934955
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1444946935091
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1444946935111
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1444946935907
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1444946940652
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946942500
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946955936
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946956753
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946957433
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946959087
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444946991648
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1444946993985
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1444946994051
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1444946994068
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1444946997099
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947000879
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947001472
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947017205
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947018056
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947019498
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947024739
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947030564
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947034335
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1444947037209
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947038863
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947052915
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947056301
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947057015
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947058068
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947467923
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1444947470589
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947494407
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947494519
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947494623
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947500838
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947501671
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947502120
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1444947505031
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445016347221
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445016347729
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445095037940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445095038999
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445095057757
activated,editor,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1445095058625
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445095060185
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445095061420
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445095065833
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445095067080
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1445095069171
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445095071591
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445095075795
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445095079283
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445095085280
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445095085404
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445095085486
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445095088336
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445095089987
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445095091511
